리뷰번호,리뷰작성일시,작성자종류,주문번호,리뷰평점,상품명,상품코드,리뷰내용,지급완료적립금액,구매옵션,작성플랫폼
7198,2024-11-21 3:13,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	배송도 안전하고 빠르게 잘되었고 퀄리티도 좋고 정말 멋지고 마음에 꼭 듭니다!!!
사은품 키링도 정말 마음에 들고 역시 원석 팔찌는 리코멘즈가 최고입니다~~~^^

				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
(2024-11-20 16:35:24 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7199,2024-11-21 9:53,NPAY 비회원,20241109-0000479-02,5,헤마타이트 비전스톤,P0000CHP,완전  좋아요   모든게  다  디자인 은 말할겻도  없구 컬리티며  고객  응대 까지  완전 합니다,600,XL,알파리뷰
7200,2024-11-21 16:50,회원,20241101-0000236-01,5,화이트쉘 아멘티스톤,P0000BLC,"제 분신이에요
또 주문하러갑니다
지인들 연말선물좀 해야겠어요",1100,S,알파리뷰
7201,2024-11-21 18:22,NPAY 비회원,20241119-0000108-01,5,호안석 골드 플렌티스톤,P0000BPL,"맘에듭니다 
친구꺼 하나더 주문합니다 ㅎ",1100,XL,알파리뷰
7202,2024-11-21 18:27,비회원,20241115-0000566-01,5,헤마타이트 비전스톤,P0000CHP,"마음에 쏙쏙 드네요
정말 잘 구매한거 같아요~~^^",600,L,알파리뷰
7207,2024-11-21 20:10,회원,20241120-0000089-01,5,헤마타이트 비전스톤,P0000CHP,"디자인,품질,배송 모두 좋아요.",600,XL,알파리뷰
7211,2024-11-21 22:43,NPAY 비회원,20241117-0000589-01,5,호안오닉스 카네스톤,P0000BBQ,"선물까지주시고 저희아들. 사업하는데 다
받고보니 대박.  선물까지 너무감사합니다. 저희아들. 잘될거같아요. 너무감사합니다.",1100,M,알파리뷰
7212,2024-11-22 3:34,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,"
	너무과하지티지않고 이뼈요 매일차고있어요

				
				
(2024-11-21 20:28:15 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7214,2024-11-22 10:10,회원,20241118-0000436-01,5,헤마타이트 비전스톤,P0000CHP,"디자인이 너무 예뻐서 구매했습니다
잘사용사겠습니다",1100,XL,알파리뷰
7215,2024-11-22 10:17,회원,20241119-0000072-01,5,팬텀골드 커플세트,P0000CHR,"배송 잘 받았습니다 
친구생일 선물로 좋을것 같아서 구매했습니다 
번창하세요 ~~^^",600,M/L,알파리뷰
7217,2024-11-22 13:55,회원,20241119-0000230-01,2,오닉스 아가페스톤,P0000CHC,2개의 자국이 처음에는 스티커 자국 같은건줄 알았는데 스크래치안거네요 이런거는 교환 안되나요 좀 예민한편이라...,1100,L,알파리뷰
7218,2024-11-22 19:10,회원,20241117-0000651-01,5,헤마타이트 비전스톤,P0000CHP,색상 품질 포장 모두 마음에듭니다 서비스 키링도 마음에 듭니다 다만 사이즈가 조금 작아요~,1100,XL,알파리뷰
7220,2024-11-22 20:04,NPAY 비회원,20241120-0000250-01,5,카네스톤 커플세트,P0000CHT,너무 좋아요,300,S/L,알파리뷰
7223,2024-11-23 12:45,회원,20241121-0000247-02,5,터키석 수에르스톤 체인,P0000BOT,"요청사항도 잘들어 주시구
가지고있던거 지인에게 선물해서
다시 주문했네요
리코맨즈 넘 고급지다요~~~♡",600,주문제작 (상담하기 또는 배송 메시지에 남겨주세요.),알파리뷰
7224,2024-11-23 12:47,회원,20241121-0000247-01,5,호안오닉스 팬텀골드,P0000BWS,"가족들 팔에  하나씩 다 채워놨답니다
부의돌인 호안석과 보호의돌 오닉스는
찰떡궁합입니다
이번 크리스마스 선물로 지인들에게
리코맨즈로 할생각입니다
이제야 알게되다니 넘 해피하다요~~♡",1100,M,알파리뷰
7229,2024-11-23 2:42,시스템수집,,5,헤마타이트 릴렉스톤,P0000CHL,잘받았습니다. 감사합니다.(2024-11-22 08:27:09 에 등록된 네이버 페이 구매평),0, ,CAFE24
7230,2024-11-24 2:39,시스템수집,,5,호안석 골드 플렌티스톤,P0000BPL,"
	세련된 느낌이 너무 좋아요~

좋은 일만 계속되었으면 좋겠네요~

				
				
				
				
(2024-11-23 08:47:51 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7231,2024-11-23 2:46,시스템수집,,5,헤마타이트 비전스톤,P0000CHP,아주 마음에들러요 이뻐요 생각 보다 ㅎㅎ(2024-11-22 13:38:13 에 등록된 네이버 페이 구매평),0, ,CAFE24
7232,2024-11-25 2:41,시스템수집,,5,호안오닉스 미스틱아이언,P0000BWH,빠른배송 감사합니다~~^^(2024-11-24 08:46:31 에 등록된 네이버 페이 구매평),0, ,CAFE24
7233,2024-11-25 3:19,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	너무 이쁘데요 ~  남친이 처음엔 으아해 하다가  자꾸보니깐 이쁘다 그러네요 ~

				
				
(2024-11-24 20:33:52 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7236,2024-11-26 2:48,시스템수집,,5,오닉스 디비니티 목걸이,P0000CGP,좋아요 역쉬 믿고 구매하고 있네요(2024-11-25 18:15:46 에 등록된 네이버 페이 구매평),0, ,CAFE24
7239,2024-11-26 19:39,회원,20241122-0000264-01,5,팬텀골드 커플세트,P0000CHR,"최근에 여기저기 좀 아파서리...
오닉스의 효과가 있었으면 좋겠네요 
물론 디자인도 이뻐요~~^^",600,M/S,알파리뷰
7240,2024-11-26 19:42,NPAY 비회원,20241122-0000425-01,5,자마노 레브스톤 4mm,P0000BLN,화기운 부족으로 구입. 색감이쁘고 알이 작아 세련되보여요,600,S,알파리뷰
7242,2024-11-26 19:52,회원,20241123-0000531-03,5,아멘티 포르테스톤 세트,P0000BLR,"딸램이 이쁘다고 쫄라서 또 사줬답니다
제 통장이 텅장 되었어용",1100,S,알파리뷰
7243,2024-11-26 19:52,회원,20241123-0000531-01,5,호안오닉스 팬텀골드,P0000BWS,"우리가족 팔에 다 채워놨더니
지인이 이쁘다고 해서 지인에게 선물해줬답니다
지인도 클마스 선물 이곳에서 할까한다고 하네요~^^",1100,S,알파리뷰
7244,2024-11-26 19:54,회원,20241123-0000531-02,5,자마노 레브스톤 4mm,P0000BLN,"요것도 이쁘겠다 싶어서
딸램주고싶어서 샀네요
캔디같아요ㅋ",1100,M,알파리뷰
7245,2024-11-26 20:00,NPAY 비회원,20241122-0000256-01,5,헤마타이트 비전스톤,P0000CHP,"이쁘게 잘 쓰겠습니다.
너무너무 이뻐요",1100,L,알파리뷰
7247,2024-10-29 14:11,시스템수집,,5,팬텀골드 커플세트,P0000CHR,정말 깔끔하고 이뻐요,0, ,CAFE24
7248,2024-11-27 2:44,시스템수집,,5,아쿠아마린 페리스톤,P0000CHG,"
	배송도 빠르고  사은품 키링도 마음에 들고 원석이 강렬하고 멋져 마음에 꼭 듭니다 ~~~^^

				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
(2024-11-26 10:14:14 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7249,2024-11-27 9:16,비회원,20241122-0000379-01,5,터키오닉스 윈스톤,P0000BLB,"만족합니다  생각인지 모르겠는데  이걸참의로
좋은일이 생김.  저는아주조아요",1100,M,알파리뷰
7253,2024-11-27 12:58,회원,20241122-0000365-01,5,호안오닉스 엔고르 키링,P0000BQF,"반짝임도 좋고 고급스러움이 느껴졌어요.
좋은일만 생겼음 좋켔어요^^
사은품 너무 감사합니다^^",600,,알파리뷰
7254,2024-11-28 2:48,시스템수집,,5,헤마타이트 비전스톤,P0000CHP,종교적으로 마음에 위안삼아 구입했는데 마음이편하게 느껴지네요 잘사용하고 있습니다(2024-11-27 18:55:20 에 등록된 네이버 페이 구매평),0, ,CAFE24
7255,2024-11-29 2:45,시스템수집,,5,헤마타이트 비전스톤,P0000CHP,아주 좋습니다. 사이즈 문의도 상당히 친절하십니다. 잘쓸게요(2024-11-28 15:52:36 에 등록된 네이버 페이 구매평),0, ,CAFE24
7256,2024-11-29 2:55,시스템수집,,1,아이아게이트 디오스톤,P0000BGY,"
	이건 그냥 블랙인데요?
이미지하고 너무 다른거 아닌가요
색이섞여있어서 시킨건데...많이 아쉽네요..

				
				
(2024-11-28 12:55:55 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7257,2024-11-29 2:59,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	자녀에게 좋다고 해서 사서 착용하는데
너무 편하고 튀지않아서 매일 끼고다녀요

				
				
(2024-11-28 13:06:16 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7259,2024-11-29 19:44,회원,20241126-0000194-01,5,오닉스 아이언스,P0000CGQ,"깕끔한 디자인 그리고 착한가격!
이래서 리코 찿나봐요",1100,XL,알파리뷰
7260,2024-11-30 2:44,시스템수집,,5,카네스톤 커플세트,P0000CHT,이쁘고 좋습니다 너무 만족스럽습니다 좋은일이 가득할거 같습니다(2024-11-29 11:06:14 에 등록된 네이버 페이 구매평),0, ,CAFE24
7261,2024-11-30 2:50,시스템수집,,5,헤마타이트 비전스톤,P0000CHP,디자인 너무 마음에 듭니다.(2024-11-29 20:50:34 에 등록된 네이버 페이 구매평),0, ,CAFE24
7262,2024-11-30 2:59,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,"
	색감이쁘고 멋스러워보여요

				
				
(2024-11-29 12:33:53 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7265,2024-12-03 2:40,시스템수집,,5,릴렉스톤 커플세트,P0000CHK,"
	디자인도 예쁘고 배송도 빨라서 좋았어요~팔목사이즈보다 1센치 더주면 딱 좋아요

				
				
(2024-12-02 09:14:55 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7266,2024-12-03 2:49,시스템수집,,5,헤마타이트 비전스톤,P0000CHP,너무 좋네요~~다른것들도 나중에  보고사야겠어요(2024-12-02 18:13:36 에 등록된 네이버 페이 구매평),0, ,CAFE24
7268,2024-12-03 19:18,비회원,20241130-0000173-02,5,호안오닉스 카네스톤,P0000BBQ,선물로 구매했는데ㅡ넘 이쁘네요 받는사람도 만족했으면 좋겠어요..,600,XL,알파리뷰
7273,2024-12-03 20:04,NPAY 비회원,20241129-0000171-01,5,팬텀골드 커플세트,P0000CHR,너무 이뻐요 또 주문할께용,600,M/L,알파리뷰
7277,2024-12-03 21:23,회원,20241201-0000641-01,5,카네스톤 커플세트,P0000CHT,너무 만족해요 이쁘게 잘쓸께요☺️,600,S/L,알파리뷰
7278,2024-12-03 21:25,NPAY 비회원,20241201-0000206-01,5,자마노 레브스톤 4mm,P0000BLN,행운을 가져오는 붉은 팔찌ᆢ왠지 기분이 엄청좋아집니다ᆢ행운이 가득차겠죠ㆍㄴ,600,M,알파리뷰
7279,2024-12-03 22:10,회원,20241201-0000580-01,5,리체 마제스톤 세트,P0000BPJ,두꺼운걸 원해서 두개인 셋트로 구매했습니다 만족합니디^^,1100,M,알파리뷰
7281,2024-12-04 2:45,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,예쁘네요 실물이 더 나읏듯(2024-12-03 13:17:08 에 등록된 네이버 페이 구매평),0, ,CAFE24
7282,2024-12-04 2:49,시스템수집,,5,아가페스톤 커플세트,P0000CHB,좋은기운가진팔찌감사핫니다(2024-12-03 19:51:57 에 등록된 네이버 페이 구매평),0, ,CAFE24
7283,2024-12-04 2:49,시스템수집,,5,자마노 아가페스톤,P0000CHD,귀엽고 또 귀엽군요(2024-12-03 19:42:13 에 등록된 네이버 페이 구매평),0, ,CAFE24
7284,2024-12-04 2:51,시스템수집,,5,팬텀골드 커플세트,P0000CHR,너무이뻐요 또주문할께요(2024-12-03 23:42:57 에 등록된 네이버 페이 구매평),0, ,CAFE24
7285,2024-12-04 3:30,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,"
	동생이랑 같이 했습니다.
예쁩니다

				
				
(2024-12-03 19:26:32 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7286,2024-12-04 11:05,비회원,20241119-0000156-02,3,호안오닉스 팬텀골드,P0000BWS,크기가 부담스럽지 않고 적당하게 좋아요.,600,L,알파리뷰
7293,2024-12-04 19:57,회원,20241202-0000477-01,5,카네스톤 커플세트,P0000CHT,너무이뻐요!,300,M/M,알파리뷰
7295,2024-12-05 10:34,비회원,20241202-0000460-01,5,자마노 레브스톤 4mm,P0000BLN,4mm.L가 알도 살짝 크고 싸이즈도 약간여유가 있어서 더 만족스럽습니다,600,L,알파리뷰
7296,2024-12-05 19:26,회원,20241203-0000463-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,너무 예퍼요.좋은 기운이 들어올것 같고 부담없이 어떠한 옷차림에도 잘어울릴것 같아요.너무 맘에 들어요.너무 큰알보다 4mm가 부담없이 예쁜것같아요.하나보단 세트로 구매 잘한것같아요.너무 예쁘고 좋은 행운이 오기를 바라면서 잘 착용하겠습니다.,1100,M,알파리뷰
7297,2024-12-05 19:47,회원,20241203-0000055-02,5,팬텀골드 커플세트,P0000CHR,"이번주 토요일이 백일이에요~^^
저희 커플에게 첫번째 팔찌라 매우 의미있답니다!
디자인도 예쁘고 사이즈도 너무 크지얂아 딱 좋아요~
토요일에 커플사진찍을듯 합니다~^^",600,S/M,알파리뷰
7299,2024-12-05 20:34,비회원,20241203-0000477-01,4,레브스톤 포르테스톤 세트 4mm,P0000BLS,"L사이즈로 할걸 싶으네요.
손목이 굵은편이 아니라 M사이즈 했더니 블랙은 괜찮은데 레드는 타이트 하네요.
스톤색은 레드, 블랙 둘다 맘에 듭니다.
레드인듯..와인인듯...이뻐요.
햇살이 있는 곳에서 보면 더 예쁘겠어요.
나중엔 L사이즈로 구매 해 보게요~",600,M,알파리뷰
7308,2024-12-07 2:46,시스템수집,,4,호안오닉스 팬텀골드,P0000BWS,"심플하고 좋은거 같아요
금색부위가 색이 바라긴한데 쓸만합니다.(2024-12-06 13:50:29 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7309,2024-12-07 3:44,시스템수집,,5,카네스톤 커플세트,P0000CHT,"
	두개짼데 너무 이뻐요

				
				
(2024-12-06 21:40:50 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7314,2024-12-08 3:24,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	고급스럽고 예뻐요^^

				
				
(2024-12-07 18:08:31 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7315,2024-12-08 10:21,회원,20241118-0000614-01,5,팬텀골드 커플세트,P0000CHR,요제품 착용한 후로 안싸우는거 같아요 ㅎㅎㅎ,1100,M/XL,알파리뷰
7318,2024-12-09 20:48,회원,20241205-0000396-01,5,아이아게이트 디오스톤,P0000BGY,"카네스톤 구매후 맘에들어서 디오스톤 추가구매함.
또 한번,  대만족 입니다.",1100,주문제작 (상담하기 또는 배송 메시지에 남겨주세요.),알파리뷰
7319,2024-11-22 3:24,시스템수집,,5,호안석 골드 플렌티스톤,P0000BPL,"
	맘에듭니나 친구꺼하나 더 구매합니다 ㅎ

				
				
(2024-11-21 18:32:22 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7323,2024-12-11 6:06,비회원,20241208-0000228-01,5,팬텀골드 커플세트,P0000CHR,너무 예뻐요~~,300,M/L,알파리뷰
7324,2024-12-11 10:06,회원,20241208-0000490-02,5,자마노 레브스톤 4mm,P0000BLN,이쁘네요~ 너무 빨간 색이면 어쩌나 걱정했는데 그렇지 않아 정말 좋아요^^ 행운 가득!!!,600,M,알파리뷰
7325,2024-12-11 19:57,NPAY 비회원,20241208-0000370-01,5,오닉스 디비니티 목걸이,P0000CGP,만족합니다~ 예쁘게 잘하고 다닐께요^^,600,Free,알파리뷰
7327,2024-12-12 16:23,회원,20241120-0000096-01,5,블랙가드 마제스톤 세트,P0000BPH,진짜 너무 이뻐요!!!,1100,XL,알파리뷰
7328,2024-12-13 2:50,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,"
	상당히 고급스러워요. 실수로 L사이즈 배송한것도 바로 조치하여 보내주시고 상품,배송,고객응대 모두 만족합니다.

				
				
(2024-12-12 11:11:51 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7329,2024-12-13 11:03,회원,20241106-0000258-02,5,호안스트랩 리코스톤,P0000CGN,"제품을 두번이나 사이즈 교환&as를 받았어요. 그 과정에서 마음이 전혀 상하지 않고, 감사한 마음으로 제품을 받았습니다. 큰 금액의 상품이 아님에도 불구하고 2번 모두 나이스하게 처리해주신거 정말정말 감사합니다!!♡",600,L,알파리뷰
7335,2024-12-14 2:45,시스템수집,,5,헤마타이트 비전스톤,P0000CHP,"
	커플 팔찌 너무 예뻐용 ㅎㅎ

				
				
(2024-12-13 10:57:40 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7336,2024-12-14 3:13,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	디자인이나 색감이 만족스러워요

				
				
				
				
(2024-12-13 15:49:02 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7337,2024-12-15 2:42,시스템수집,,5,호안스트랩 리코스톤,P0000CGN,"남편선물해줬어요~
좋아해요~(2024-12-14 10:10:40 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7339,2024-12-15 3:32,시스템수집,,4,헤마타이트 비전스톤,P0000CHP,"
	사이즈 딱맞고 은은하니 볼수롴예쁘네요

생각보다 묵직하고 좋습니다

				
				
(2024-12-14 20:25:24 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7842,2025-02-21 3:27,시스템수집,,4,자마노 레브스톤 4mm,P0000BLN,"
	색깔이 빨강이 아니고 쫌 갈색이네요

				
				
(2025-02-20 19:49:45 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7341,2024-12-15 8:51,NPAY 비회원,20241205-0000451-01,5,아가페스톤 커플세트,P0000CHB,너무 이쁘네요 사이즈도 잘 맞고 신랑도 이쁘다고 잘 차고 다니네요 감사합니다,600,오닉스 XL/자마노 M,알파리뷰
7347,2024-12-17 19:39,NPAY 비회원,20241213-0000085-01,5,자마노 아가페스톤,P0000CHD,"싸이즈도 잘맞고 색상도 적절해서 good~
혹시라도 팬시느낌들까 걱정했는데~괜한걱정.
감사합니다.",1100,S,알파리뷰
7350,2024-12-17 19:48,회원,20241213-0000325-01,5,비전스톤 커플세트,P0000CIW,다른 제품이랑 비교했을 때 좀 더 묵직하고 유광이라서 더 이쁘네요 물론 다른제품도 이쁘지만 이번에 구매한게 무게감이 있어 남자분들 착용하기 더 좋은 것 같아요,1100,XS/XL,알파리뷰
7351,2024-12-17 19:57,NPAY 비회원,20241213-0000523-01,5,아가페스톤 커플세트,P0000CHB,디자인 너무 이뻐요~~,1100,오닉스 M/자마노 M,알파리뷰
7352,2024-12-17 20:00,회원,20241213-0000115-01,5,호안오닉스 팬텀골드,P0000BWS,실물이 더예뻐요,300,M,알파리뷰
7355,2024-12-17 20:49,회원,20241214-0000309-01,5,카네스톤 커플세트,P0000CHT,"너무 이쁘고 사이즈도 딱 맞아요~
좋은 선물 주고 좋은 일이 많이 생겼으면 좋겠습니당~^^",600,S/XL,알파리뷰
